problem_ID,problem_set_ID,question,kind,filename,q_len
1507,74,"\subsection*{Function substitution}
",section,1-4HW-Quadratics-completing-the-square.tex,36
1508,74,"Given $f(x)=3x+2$. What is $f(2x-1)$?
\begin{enumerate}
    \item Perform the substitution, putting $2x-1$ in parenthesis.\\*[20pt]
    \item Simplify, beginning each line with a leading equals sign if it is equal to the line above.\\*[40pt]
\end{enumerate}

",question,1-4HW-Quadratics-completing-the-square.tex,259
1509,74,"\subsection*{Function composition}
",section,1-4HW-Quadratics-completing-the-square.tex,35
1510,74,"Given $f(x)=x^2+2$ and $g(x)=x^2$ What is $(f \circ g)(x)$?\\*
\begin{enumerate}
    \item Rewrite $f \circ g$ and perform the inner substitution (i.e. for $g$): $f(g(x))=f(x^2)$\\*[20pt]
    \item Perform the substitution, putting $x^2$ in parenthesis (and using a leading equals sign).\\*[20pt]
    \item Simplify, beginning each line with a leading equals sign.\\*[20pt]
\end{enumerate}

",question,1-4HW-Quadratics-completing-the-square.tex,391
1511,75,"  Given $f(x)=-(x-3)^2-4$
\begin{enumerate}
    \item Write down the vertex of the function as an ordered pair.
    \item Write down the equation of the axis of symmetry.
    \item Expand the function to standard form, $f(x)=ax^2+bx+c \text{ where } a, b, c \;  \epsilon \; \mathbb{R}$.
    \item Write down the value of $f(0)$. Explain what this represents on the graph.
    \item Hence factor the function. Write down the roots.
    \item Sketch the function, labeling the intercepts with values and the vertex as an ordered pair. Show the axis of symmetry as a dotted line and label it with its equation.

    \begin{center} %4 quadrant regents grid
    \begin{tikzpicture}[scale=0.5]%[scale=0.635]
      %\draw [help lines] (-10,-10) grid (10,10);
      \draw [thick, ->] (-10.2,0) -- (10.4,0) node [below right] {$x$};
      \draw [thick, ->] (0,-10.2)--(0,10.4) node [left] {$y$};
    \end{tikzpicture}
    \end{center}


    \item Write down the domain and range of the function.\\*[10pt]
\end{enumerate}


",question,1-5_HW-graphing-quadratics.tex,1014
1512,75,"\newpage
",newpage,1-5_HW-graphing-quadratics.tex,9
1513,75,"\subsubsection*{Graphing quadratics}
Answer on lined paper. Graph the function on the grid shown below.
",section,1-5_HW-graphing-quadratics.tex,104
1514,75,"Given the function $f(x)=-x^2-2x+3$.
\begin{enumerate}
    \item Write down the $y$-intercept.
    \item State whether the parabola opens upward or downward. Explain how you know this from the function expressed in standard form.
    \item Express the function in factored form. Hence state the solutions to $f(x)=0$.
    \item Show that the axis of symmetry of the parabola is $x=-1$.
    \item Hence state the vertex as an ordered pair.
    \item Graph the function. Mark the vertex as an ordered pair and label each intercept with its value. Plot the axis of symmetry as a dotted line and label it with its equation.
    \item Write down the domain and range of the function.
\end{enumerate}


\begin{center} %4 quadrant regents grid
\begin{tikzpicture}[scale=0.635]%[scale=0.635]
  \draw [help lines] (-10,-10) grid (10,10);
  \draw [thick, ->] (-10.2,0) -- (10.4,0) node [below right] {$x$};
  \draw [thick, ->] (0,-10.2)--(0,10.4) node [left] {$y$};
\end{tikzpicture}
\end{center}


",question,1-5_HW-graphing-quadratics.tex,989
1515,76,"  $f(x)=x^2-5x$
",question,1012IB-Exam2.tex,16
1516,76,"  $f(x)=x^2+5x+6$
",question,1012IB-Exam2.tex,18
1517,76,"  $f(x)=2x^2-15x+7$
",question,1012IB-Exam2.tex,20
1518,76,"  $f(x)=\frac{1}{2}x^2+4x-10$
    
",question,1012IB-Exam2.tex,35
1519,76,"    \subsection*{Using the quadratic formula}
    
    Find an exact solution by using the quadratic formula: 
    \[x=\frac{-b \pm \sqrt{b^2-4ac}}{2a}\]
",section,1012IB-Exam2.tex,154
1520,76,"  $x^2+3x-5=0$
",question,1012IB-Exam2.tex,15
1521,76,"  $3x^2+7x = 2$
    
    Use the discriminant in the following two problems. $D=b^2-4ac$ 
",question,1012IB-Exam2.tex,90
1522,76,"Show that the function $f(x)=-2x^2-6x+5$ as two distinct zeros.
",question,1012IB-Exam2.tex,64
1523,76,"Solve for $k$ such that the function $g(x)=x^2-kx+25$ has a single (double) root.
    
",question,1012IB-Exam2.tex,87
1524,76,"    \subsection*{Completing the square}
    
    Rewrite the function in vertex form: $f(x)=a(x-h)^2+k$. Include the step showing the $(-\frac{b}{2a})^2$ term. State the vertex as an ordered pair and the equation for the axis of symmetry.
",section,1012IB-Exam2.tex,239
1525,76,"  $f(x)=x^2+6x+4$
",question,1012IB-Exam2.tex,18
1526,76,"  $f(x)=x^2-12x+20$
    
",question,1012IB-Exam2.tex,25
1527,76,"    \subsection*{The inverse of a function}
    Derive the inverse of each function. Simplify the expression.
",section,1012IB-Exam2.tex,110
1528,76,"  $f(x)=2x+1$
",question,1012IB-Exam2.tex,14
1529,76,"  $f(x)=\sqrt{x+2}$
    
",question,1012IB-Exam2.tex,25
1530,76,"    \subsection*{Function substitution}
",section,1012IB-Exam2.tex,40
1531,76,"Given $f(x)=3x^2-x+17$. Simplify $f(-3x)$.
",question,1012IB-Exam2.tex,43
1532,76,"Given $f(x)=5-(x^2+4x)$. Simplify $f(\frac{1}{3}x+1)$.
    
",question,1012IB-Exam2.tex,60
1533,76,"    \subsection*{Function composition}
    In each exercise, perform the composition $f \circ g$ and simplify.
",section,1012IB-Exam2.tex,111
1534,76,"Given $f(x)=x^2-x$ and $g(x)=3x-1$
",question,1012IB-Exam2.tex,35
1535,76,"Given $\displaystyle f(x)=1-\frac{2x}{x^2-x}$ and $g(x)=2x$
    
",question,1012IB-Exam2.tex,65
1536,76,"     \subsection*{Function transformations}
    Describe how the functions below have transformed from the parent function $f(x)=|x|$.
",section,1012IB-Exam2.tex,135
1537,76,"$g(x)=|x+2|$
",question,1012IB-Exam2.tex,13
1538,76,"$h(x)=-|x|+2$
    
",question,1012IB-Exam2.tex,19
1539,76,"    \newpage
    
",newpage,1012IB-Exam2.tex,18
1540,76,"    \subsection*{Sketching a quadratic function}
    Answer in the space provided. (you may also use additional lined paper)
",section,1012IB-Exam2.tex,125
1541,76,"  Given $f(x)=-(x-3)^2+16$
    \begin{enumerate}
        \item Write down the vertex of the function as an ordered pair.\\*[10pt]
        \item Write down the equation of the axis of symmetry.\\*[10pt]
        \item Expand the function from vertex form to standard form, $ax^2+bx+c \text{ where } a, b, c \;  \epsilon \; \mathbb{R}$.\\*[20pt]
        \item Write down the value of $f(0)$. Explain what this represents on the graph.\\*[10pt]
        \item Hence factor the function. Write down the roots.\\*[20pt]
        \item Sketch the function, labeling the intercepts with values and the vertex as an ordered pair. Show the axis of symmetry as a dotted line and label it with its equation.
        \begin{flushright}
          \begin{tikzpicture}[scale=0.35]%[scale=0.635]
            \draw [thick, ->] (-10.2,0) -- (10.4,0) node [below right] {$x$};
            \draw [thick, ->] (0,-10.2)--(0,10.4) node [left] {$y$};
          \end{tikzpicture}
          \end{flushright}
    
        \item Write down the domain and range of the function.\\*[10pt]
    \end{enumerate}
    
    
",question,1012IB-Exam2.tex,1086
1542,76,"    \newpage
",newpage,1012IB-Exam2.tex,13
1543,76,"    \subsection*{Graphing quadratics}
    Answer on lined paper. Graph the function on the grid shown below.
",section,1012IB-Exam2.tex,109
1544,76,"Given the function $f(x)=-x^2-x+6$. 
    \begin{enumerate}
        \item Write down the $y$-intercept.
        \item State whether the parabola opens upward or downward. Explain how you know this from the function expressed in standard form.
        \item Express the function in factored form. Hence state the solutions to $f(x)=0$.
        \item Show that the axis of symmetry of the parabola is $x=-\frac{1}{2}$.
        \item Hence state the vertex as an ordered pair. 
        \item Graph the function. Mark the vertex as an ordered pair and label each intercept with its value. Plot the axis of symmetry as a dotted line and label it with its equation.
        \item Write down the domain and range of the function.
    \end{enumerate}
    
    \begin{center}
      \begin{tikzpicture}[scale=0.635]
        \draw [help lines] (-10,-10) grid (10,10);
        \draw [thick, ->] (-10.2,0) -- (10.4,0) node [below right] {$x$};
        \draw [thick, ->] (0,-10.2)--(0,10.4) node [left] {$y$};
      \end{tikzpicture}
      \end{center}
          
",question,1012IB-Exam2.tex,1049
1545,76,"    \newpage
",newpage,1012IB-Exam2.tex,13
1546,76," 
    \begin{enumerate}
        \item Graph the parent function $f(x)=x^2$. Mark the point $P(3, f(3))$ on the graph
        \item The function $g(x)$ is the function $f$ after being translated to the right 5 and down 4. Graph $g$.
        \item Mark the point on the function $g$, $Q$, that represents the point $P$ after the translation.
    \end{enumerate}
    
    \begin{flushright}
      \begin{tikzpicture}[scale=0.35]%[scale=0.635]
        \draw [thick, ->] (-10.2,0) -- (10.4,0) node [below right] {$x$};
        \draw [thick, ->] (0,-10.2)--(0,10.4) node [left] {$y$};
      \end{tikzpicture}
      \end{flushright}
    
    
",question,1012IB-Exam2.tex,636
1547,76,"    \newpage
",newpage,1012IB-Exam2.tex,13
1548,76,"    \subsection*{Model situations with quadratic functions}
",section,1012IB-Exam2.tex,60
1549,76,"The path of a diver is given by 
    \[f(x)=-5x^2+12x+9\]
    where $y$ is the height (in meters) and $x$ is time in seconds.\\*[5pt]
    \begin{enumerate}
        \item On the grid below, graph the function over the domain where $x\geq 0$ and the range where $f(x) \geq 0$. Use a horizontal scale of 5 squares equals one second and vertical scale of 1 square equals one meter. Label the intercepts and vertex.
        \item What is the maximum height of the diver? Label the point on the graph with the work ``max.''\\*[30pt]
        \item What is the time when the diver enters the water? Label the point on the graph representing this with the word ``splash.''\\*[30pt]
    \end{enumerate}
    
    \begin{flushright}
      \begin{tikzpicture}
        \draw [help lines] (0,0) grid (10,10);
        \draw [thick, <->] (0,10.2) node [left] {$y$}
             -- (0,0) -- (10.2,0) node [below right] {$x$};
      \end{tikzpicture}
      \end{flushright}
    
           
",question,1012IB-Exam2.tex,972
1550,77,"$15x^{2}y^2 \div 3x^5 y^{2}$
",question,1129IB1_Exam+.tex,29
1551,77,"$\sqrt[3]{x^{-9} y^{6}}$
",question,1129IB1_Exam+.tex,25
1552,77,"$\displaystyle \left( x y^{\frac{1}{4}}\right)^2$
",question,1129IB1_Exam+.tex,50
1553,77,"$\log_5 25$
",question,1129IB1_Exam+.tex,12
1554,77,"$\log_6 4 + \log_6 9$
",question,1129IB1_Exam+.tex,22
1555,77,"$\log 200 - \log 2$
",question,1129IB1_Exam+.tex,20
1556,77,"$(x-3)(x^2+3x+9)$

",question,1129IB1_Exam+.tex,19
1557,77,"The diagram below shows the graph of a function $f$, composed of four points.

\begin{figure}[!htbp]
\begin{center}
\begin{tikzpicture}

    %grid
    \draw [thin, color=lightgray,, xstep=1.0cm,ystep=1.0cm] (-4.5,-4.5) grid (4.5,4.5);
    %\draw [thin, color=lightgray,, xstep=0.2cm,ystep=0.2cm] (-4.5,-1.5) grid (5.5,16.5);
    
    \foreach \x in {-4, -3, -2, -1,1,2,3,4}
    \draw[shift={(\x,0)},color=black] (0pt,-3pt) -- (0pt,3pt) node[below]  {$\x$};
    
    \foreach \y in {-4, -3, -2, -1, 1,2,3,4}
    \draw[shift={(0,\y)},color=black] (2pt,0pt) -- (-2pt,0pt) node[left]  {$\y$};
    
    \draw [thick, ->] (-4.5,0) -- (+4.5,0) node [right] {$x$};
    \draw [thick, ->] (0,-4.5) -- (0,4.5) node [left] {$y$};
    
    \draw (-3,0) circle[radius=2pt];
    \fill (-3,0) circle[radius=2pt];
    \draw (-2,1) circle[radius=2pt];
    \fill (-2,1) circle[radius=2pt];
    \draw (1,2) circle[radius=2pt];
    \fill (1,2) circle[radius=2pt];
    \draw (2,3) circle[radius=2pt];
    \fill (2,3) circle[radius=2pt];
    
    %\draw plot[domain= -1:3] (\x, (\x+1)*(\x+1) - 4);
    
\end{tikzpicture}
\end{center}
\end{figure}

\begin{enumerate}
    \item Write down the value of $f(2)$.
    \item Write down the domain of $f$.
    \item Write down the range of $f$.
    \item Write down the value of $f^{-1}(1)$.
    \item Sketch the inverse of $f$, $f^{-1}$, on the grid above.
\end{enumerate}

",question,1129IB1_Exam+.tex,1394
1558,77,"Let $f(x)=3x-1$ and $g(x)=-2x^2+2$
\begin{enumerate}
    \item Find $f^{-1}(x)$.
    \item Find $(f \circ g)(1)$.
\end{enumerate}

",question,1129IB1_Exam+.tex,131
1559,77,"Consider the equation $x^2 + (k-2)x=-4$, where $k$ is a real number. Find the values of $k$ for which the equation has two equal real solutions.

",question,1129IB1_Exam+.tex,146
1560,77,"Let $f$ be a quadratic function. Part of the graph of $f$ is shown below.\\*
The vertex is at $P(2,1)$ and the $y$-intercept is at $Q(0, 3)$.\\*

\begin{figure}[!htbp]
\begin{center}
\begin{tikzpicture}

    %grid
    %\draw [thin, color=lightgray,, xstep=1.0cm,ystep=1.0cm] (-5.5,-5.5) grid (5.5,5.5);
    %\draw [thin, color=lightgray,, xstep=0.2cm,ystep=0.2cm] (-5.5,-1.5) grid (5.5,16.5);
    
    \foreach \x in {-2, -1,1,2,3,4,5,6}
    \draw[shift={(\x,0)},color=black] (0pt,-3pt) -- (0pt,3pt) node[below]  {$\x$};
    
    \foreach \y in {-1,1,2,3,4,5,6}
    \draw[shift={(0,\y)},color=black] (2pt,0pt) -- (-2pt,0pt) node[left]  {$\y$};
    
    \draw [thick, ->] (-2.5,0) -- (+6.5,0) node [right] {$x$};
    \draw [thick, ->] (0,-1.5) -- (0,6.5) node [left] {$y$};
    
    \draw (2,1) circle[radius=2pt] node [below] {$P$};
    \fill (2,1) circle[radius=2pt];
    \draw (0,3) circle[radius=2pt] node [right] {$Q$};
    \fill (0,3) circle[radius=2pt];
    
    \draw [<->] plot[domain= -1:5] (\x, .5*\x*\x -2*\x +3);
    
\end{tikzpicture}
\end{center}
\end{figure}

\begin{enumerate}
    \item Write down the equation of the axis of symmetry.
    \item The function $f$ can be written in the form $f(x)=a(x-h)^2 +k$. \\*
    Write down the value of $h$ and of $k$.
    \item Find $a$.
\end{enumerate}

",question,1129IB1_Exam+.tex,1311
1561,77,"\newpage
\noindent BECA / Huson / 11.1 IB Math SL \hspace{2in} Name:\\*
29 November 2017
\begin{center}
{\Large Trimester Exam: Function operations, quadratics, exponentials}\\
\textit{Answer separately on lined paper unless otherwise instructed.}
\end{center}

%\vspace{0.2 cm}
",newpage,1129IB1_Exam+.tex,279
1562,77,"\subsection*{Part 2: Graphing calculators may be used on this section.}

",section,1129IB1_Exam+.tex,73
1563,77,"Let $f(x)=3x^2-12x+7$.
\begin{enumerate}
    \item Write down the coordinates of the vertex.
    \item Hence or otherwise, express the function in the form $f(x)=3(x-h)^2 +k$.
    \item Solve the equation  $f(x)=0$.
\end{enumerate}

",question,1129IB1_Exam+.tex,233
1564,77,"Paulita takes medication. After $t$ minutes, the concentration of medication left in her bloodstream is given by $\displaystyle C(t)=15(0.5)^{(0.02t)}$, where $C$ is in milligrams per litre.
\begin{enumerate}
    \item Write down $C(0)$.
    \item Find the concentration of medication left in her bloodstream after 25 minutes.
    \item At 8:00, when there is no medication in Paulita's bloodstream, she takes her first dose of medication. She can take her medication again when the concentration of medication reaches 3.00 milligrams per litre. What time will Paulita be able to take her medication again?
\end{enumerate}

",question,1129IB1_Exam+.tex,624
1565,77,"\newpage
",newpage,1129IB1_Exam+.tex,9
1566,77,"Consider the function $f(x)=x^2+2x-2$.
\begin{enumerate}
    \item Sketch the graph of $f$, for $-4 \leq x \leq 2$.
    \item This function can also be written in the form $f(x)=(x-p)^2 -3$.\\* 
    Write down the value of $p$.
    \item The graph of $g$ is obtained by reflecting the graph of $f$ in the $x$-axis, followed by a translation of $(0, 2)$.\\* Show that $g(x)=-x^2-2x+4$.
    \item The graphs of $f$ and $g$ intersect at two points.\\*
    Write down the x-coordinates of these two points.
\end{enumerate}

\begin{figure}[!htbp]
\begin{center}
\begin{tikzpicture}

    %grid
    \draw [thin, color=lightgray,, xstep=1.0cm,ystep=1.0cm] (-5.5,-5.5) grid (5.5,6.5);
    %\draw [thin, color=lightgray,, xstep=0.2cm,ystep=0.2cm] (-4.5,-1.5) grid (5.5,16.5);
    
    \foreach \x in {-5, -4, -3, -2, -1,1,2,3,4, 5}
    \draw[shift={(\x,0)},color=black] (0pt,-3pt) -- (0pt,3pt) node[below]  {$\x$};
    
    \foreach \y in {-5, -4, -3, -2, -1, 1,2,3,4, 5, 6}
    \draw[shift={(0,\y)},color=black] (2pt,0pt) -- (-2pt,0pt) node[left]  {$\y$};
    
    \draw [thick, ->] (-5.5,0) -- (+5.5,0) node [right] {$x$};
    \draw [thick, ->] (0,-5.5) -- (0,6.5) node [left] {$y$};
    
    %\draw plot[domain= -4:2] (\x, (\x*\x +2*\x-2);
    
\end{tikzpicture}
\end{center}
\end{figure}


",question,1129IB1_Exam+.tex,1284
1567,78,"$2x^{2}y^2 \div 3x^5 y^{2}$
",question,1129IB1_Exam.tex,28
1568,78,"$\sqrt[3]{x^{-9} y^{6}}$
",question,1129IB1_Exam.tex,25
1569,78,"$log_5 25$
",question,1129IB1_Exam.tex,11
1570,78,"$log_6 4 + log_6 9$
",question,1129IB1_Exam.tex,20
1571,78,"$log 200 - log 2$


",question,1129IB1_Exam.tex,20
1572,78,"Let $f(x)=3x-1$ and $g(x)=-2x^2+2$
\begin{enumerate}
    \item Find $f^{-1}(x)$.
    \item Find $(f \circ g)(1)$.
\end{enumerate}

",question,1129IB1_Exam.tex,131
1573,78,"The diagram below shows the graph of a function $f$, for $-2 \leq x \leq 3$.

\begin{figure}[!htbp]
\begin{center}
\begin{tikzpicture}

%grid
\draw [thin, color=lightgray,, xstep=1.0cm,ystep=1.0cm] (-5.5,-5.5) grid (5.5,5.5);
%\draw [thin, color=lightgray,, xstep=0.2cm,ystep=0.2cm] (-5.5,-1.5) grid (5.5,16.5);

\foreach \x in {-5, -4, -3, -2, -1, 0,1,2,3,4,5}
\draw[shift={(\x,0)},color=black] (0pt,-3pt) -- (0pt,3pt) node[below]  {$\x$};

\foreach \y in {-5, -4, -3, -2, -1, 0,1,2,3,4,5}
\draw[shift={(0,\y)},color=black] (2pt,0pt) -- (-2pt,0pt) node[left]  {$\y$};

\draw [thick, ->] (-5.5,0) -- (+5.5,0) node [right] {$x$};
\draw [thick, ->] (0,-5.5) -- (0,5.5) node [left] {$y$};

%\draw plot[domain= -1:3] (\x, (\x+1)*(\x+1) - 4);

\end{tikzpicture}
\end{center}
\end{figure}

\begin{enumerate}
    \item Write down the value of $f(2)$.
    \item Write down the domain of $f(x)$.
    \item Write down the range of $f(x)$.
    \item Write down the value of $f^{-1}(3)$.
    \item Sketch the graph of $f^{-1}$ on the grid above.
\end{enumerate}

",question,1129IB1_Exam.tex,1051
1574,78,"Consider the equation $x^2 + (k-2)x+1=0$, where $k$ is a real number. Find the values of $k$ for which the equation has two equal real solutions.

",question,1129IB1_Exam.tex,147
1575,78,"Let $f$ be a quadratic function. Part of the graph of $f$ is shown below.\\*
The vertex is at $P(3,2)$ and the $y$-intercept is at $Q(0, 5)$.\\*

\begin{figure}[!htbp]
\begin{center}
\begin{tikzpicture}

%grid
\draw [thin, color=lightgray,, xstep=1.0cm,ystep=1.0cm] (-5.5,-5.5) grid (5.5,5.5);
%\draw [thin, color=lightgray,, xstep=0.2cm,ystep=0.2cm] (-5.5,-1.5) grid (5.5,16.5);

\foreach \x in {-5, -4, -3, -2, -1, 0,1,2,3,4,5}
\draw[shift={(\x,0)},color=black] (0pt,-3pt) -- (0pt,3pt) node[below]  {$\x$};

\foreach \y in {-5, -4, -3, -2, -1, 0,1,2,3,4,5}
\draw[shift={(0,\y)},color=black] (2pt,0pt) -- (-2pt,0pt) node[left]  {$\y$};

\draw [thick, ->] (-5.5,0) -- (+5.5,0) node [right] {$x$};
\draw [thick, ->] (0,-5.5) -- (0,5.5) node [left] {$y$};

\draw (3, 2)
\draw (1,1) circle[radius=2pt];
\fill (1,1) circle[radius=2pt];

%\draw plot[domain= -1:3] (\x, (\x+1)*(\x+1) - 4);

\end{tikzpicture}
\end{center}
\end{figure}

\begin{enumerate}
    \item Write down the equation of the axis of symmetry.
    \item The function $f$ can be written in the form $f(x)=a(x-h)^2 +k$. \\*
    Write down the value of $h$ and of $k$.
    \item Find $a$.
\end{enumerate}

",question,1129IB1_Exam.tex,1166
1576,78,"\newpage
Graphing calculators may be used on this section.

",newpage,1129IB1_Exam.tex,60
1577,78,"Let $f(x)=2x^2+3x-1$.
\begin{enumerate}
    \item Write down the coordinates of the vertex.
    \item Hence or otherwise, express the function in the form $f(x)=2(x-h)^2 +k$.
    \item Solve the equation  $f(x)=0$.
\end{enumerate}

",question,1129IB1_Exam.tex,232
1578,78,"Paulita takes medication. After $t$ minutes, the concentration of medication left in her bloodstream is given by $C(t)=15(0.5)^(0.02t)$, where $C$ is in milligrams per litre.
\begin{enumerate}
    \item Write down $C(0)$.
    \item Find the concentration of medication left in her bloodstream after 30 minutes.
    \item At 8:00, when there is no medication in Paulita's bloodstream, she takes her first dose of medication. She can take her medication again when the concentration of medication reaches 0.275 milligrams per litre. What time will Paulita be able to take her medication again?
\end{enumerate}

",question,1129IB1_Exam.tex,609
1579,78,"Consider the function $f(x)=x^2-6x-1$.
\begin{enumerate}
    \item Sketch the graph of $f$, for $-4 \leq x \leq 3$.
    \item This function can also be written in the form $f(x)=(x-p)^2 -10$.\\* 
    Write down the value of $p$.
    \item The graph of $g$ is obtained by reflecting the graph of $f$ in the $x$-axis, followed by a translation of $(0, 4)$.\\* Show that $g(x)=x^2+3x-1$.
    \item The graphs of $f$ and $g$ intersect at two points.\\*
    Write down the x-coordinates of these two points.
\end{enumerate}

",question,1129IB1_Exam.tex,520
1580,79,"Part of the function $f(x)=x^3-5x^2+2x+8$
      %$f(x)=(x-2)(x-4)(x+1)$\\*
      is shown on the graph.

      %\begin{tikzpicture}[scale=.635]
        %\draw [help lines] (-10,-10) grid (10,10);
        %\draw [thick, ->] (-10.2,0) -- (10.4,0) node [below right] {$x$};
        %\draw [thick, ->] (0,-10.2)--(0,10.4) node [left] {$y$};
        %\draw [domain=-1:5] plot(\x,{(\x)^3-5*(\x)^2+2*(\x)+8}); %{(\x)^3-5*(\x)^2+2*(\x)+8}

      %\end{tikzpicture}

\begin{tikzpicture}[scale=.75]
  \tkzInit[xmin=-5,xmax=5,ymin=-10,ymax=10,ystep=2]
  \tkzGrid
  \tkzAxeXY
  \draw [<->,thick,smooth,domain=-1.5:4.5] plot(\x,{0.5*((\x)^3-5*(\x)^2+2*(\x)+8)});
  %\tkzFct[color=blue,thick,domain = -5:5]{x**3-5*x**2+2*x+8};
\end{tikzpicture}

\begin{enumerate}
    \item Write down the $y$-intercept.
    \item Show that $f(0)$ is the $y$-intercept by substituting $x=0$ into the function $f(x)$.\\*[20pt]
    \item Write down the $x$-intercepts.
    \item Show that $2$ is an $x$-intercept because $x=2$ is a solution to $f(x)=0$.\\*[20pt]
    \item What is the end behavior?
    \begin{enumerate}
        \item As $x\xrightarrow{}+\infty$ does $y\xrightarrow{}+\infty \text{ or } -\infty$?
        \item As $x\xrightarrow{}-\infty$ does $y\xrightarrow{}+\infty \text{ or } -\infty$?
    \end{enumerate}
    \item Label the local maximum and local minimum as ordered pairs (approximate the values).
    \item Slope: on the $x$-axis below, label the portion of the domain where $f$ is increasing with pluses (``+"") and decreasing with negative signs (``-""). Mark the extema (maximum and minimum) with zeros since $f(x)$ is horizontal at those points.
    \item Write down the intervals the function is increasing and decreasing.\\*[10pt]
\end{enumerate}

\begin{tikzpicture}[scale=.75]
  \tkzInit[xmin=-5,xmax=5]
  \tkzAxeX
\end{tikzpicture}

",question,13-2CW-0305Alg2-graphing-polynomials.tex,1832
1581,79,"\newpage
",newpage,13-2CW-0305Alg2-graphing-polynomials.tex,9
1582,79,"The function $g(x)=-x^3-7x^2-14x-8$ is shown on the graph.
      %$g(x)=(x-2)(x-4)(x+1)$

\begin{tikzpicture}[scale=.75]
  \tkzInit[xmin=-5,xmax=5,ymin=-10,ymax=10,ystep=2]
  \tkzGrid
  \tkzAxeXY
  %\tkzFct[color=blue,thick,domain = -5:5]{-x**3-7*x**2-14*x-8};
  \draw [<->,thick,smooth,domain=-4.7:0.12] plot(\x,{0.5*(-(\x)^3-7*(\x)^2-14*(\x)-8)});
\end{tikzpicture}

\begin{enumerate}
    \item Write down the $y$-intercept.
    \item Show that $f(0)$ is the $y$-intercept by substituting $x=0$ into the function $f(x)$.\\*[20pt]
    \item Write down the $x$-intercepts.
    \item Show that $-1$ is an $x$-intercept because $x=-1$ is a solution to $f(x)=0$.\\*[20pt]
    \item What is the sign of the leading coefficient?\\* What is the end behavior?
    \begin{enumerate}
        \item As $x\xrightarrow{}+\infty$ does $y\xrightarrow{}+\infty \text{ or } -\infty$?
        \item As $x\xrightarrow{}-\infty$ does $y\xrightarrow{}+\infty \text{ or } -\infty$?
    \end{enumerate}
    \item Label the local maximum and local minimum as ordered pairs (approximate the values).
    \item Slope: on the $x$-axis below, label the domain as increasing, decreasing, or horizontal (with ``+"", ``-"", \& ``0""), and state the respective intervals. \\*[10pt]
\end{enumerate}

\begin{tikzpicture}[scale=.75]
  \tkzInit[xmin=-5,xmax=5]
  \tkzAxeX
\end{tikzpicture}

",question,13-2CW-0305Alg2-graphing-polynomials.tex,1353
1583,79,"\newpage
",newpage,13-2CW-0305Alg2-graphing-polynomials.tex,9
1584,79,"Given the function $h(x)=x^3+2x^2-5x-6$.

\begin{enumerate}
    \item Write down the $y$-intercept. Mark it on the plot.
    \item Show that $-1$ is an $x$-intercept because $x=-1$ is a solution to $f(x)=0$. Mark $(-1, 0)$ on the graph as an $x$-intercept.\\*[20pt]
    \item The other $x$-intercepts are $-3$ and $+2$. Mark them on the plot.

    \begin{tikzpicture}[scale=1.0]
      \tkzInit[xmin=-5,xmax=5,ymin=-10,ymax=10,ystep=2]
      \tkzGrid
      \tkzAxeXY
      %\tkzFct[color=blue,thick,domain = -5:5]{x**3+2*x**2-5*x-6};
    \end{tikzpicture}

    \item What is the sign of the leading coefficient, positive or negative? Hence, what is the function's end behavior?
    \begin{enumerate}
        \item As $x\xrightarrow{}+\infty$ does $y\xrightarrow{}+\infty \text{ or } -\infty$?
        \item As $x\xrightarrow{}-\infty$ does $y\xrightarrow{}\infty \text{ or } -\infty$?
    \end{enumerate}
    \item Using the intercepts and end behavior, sketch the curve.
    \item Graph the function on a calculator. Is the shape of your sketch approximately correct?
\end{enumerate}

",question,13-2CW-0305Alg2-graphing-polynomials.tex,1085
1585,79,"\newpage
Simplify

",newpage,13-2CW-0305Alg2-graphing-polynomials.tex,19
1586,79,"$(x +2)(3x-1)$\\*[50pt]
",question,13-2CW-0305Alg2-graphing-polynomials.tex,24
1587,79,"$(x +1)(x-2)(x-3)$\\*[50pt]

",question,13-2CW-0305Alg2-graphing-polynomials.tex,29
1588,79,"$x^2 \times x^{-2}y^3$\\*[50pt]
",question,13-2CW-0305Alg2-graphing-polynomials.tex,32
1589,79,"$x^5 \div x^{2}y^3$\\*[50pt]

",question,13-2CW-0305Alg2-graphing-polynomials.tex,30
1590,79,"$\sqrt{x^4y^2z^6}$\\*[50pt]

The formula for simple interest is $P(t)=P_0(1+rt)$.
",question,13-2CW-0305Alg2-graphing-polynomials.tex,82
1591,79,"  What is the value of \$100 in principal at a rate of 4\%  per annum after one-half year?\\*[60pt]
",question,13-2CW-0305Alg2-graphing-polynomials.tex,100
1592,79,"  What is the value of \$250 in principal at a rate of 5.25\%  per annum after nine months?

",question,13-2CW-0305Alg2-graphing-polynomials.tex,93
